setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,tp1_wick,tp1_wick_rr,tp1_zone_source,tp2_wick,tp2_zone_source,tp_wick,tp_wick_rr,tp_nextpool,tp_nextpool_rr,tp_nextpool_zone_source,tp2_collapsed_to_tp1,tp_targets,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_tp1,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_tp1_touch,sl_recovered_to_entry,sl_distance_atr,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,ob_body_ratio,ob_walkback_depth,chop_at_alert,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_retrace_pct_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,day_state_at_fill,pdh_status_at_fill,pdl_status_at_fill,pwh_status_at_fill,pwl_status_at_fill,dist_next_pool_above_atr,dist_next_pool_below_atr,next_pool_above_tier,next_pool_below_tier,trade_toward_pool,last_sweep_age_h1,last_sweep_tier,eqh_above_dist_atr,eqh_above_size,eql_below_dist_atr,eql_below_size,eq_trade_toward,eq_sl_gap_atr,eq_sl_at_risk,eq_last_sweep_age_h1,eq_last_sweep_side,eq_intact_above_count,eq_intact_below_count,sweep2_present,sweep2_tier,sweep2_level,sweep2_pierce_atr,sweep2_rejection_ratio,sweep2_follow_atr,sweep2_pools_swept,sweep2_rn_aligned,sweep2_rn_dist_atr,sweep2_eq_size,sweep2_age_at_alert_h1,sweep2_tiers_checked,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,setup_badge,setup_badge_kind,weekly_pd_position_at_alert,weekly_range_high_at_alert,weekly_range_low_at_alert,weekly_pd_zone_at_alert,pd_zone_agreement_at_alert,approach_speed_atr_at_fill,approach_body_ratio_at_fill,approach_er_at_fill,killzone_blocked,killzone_windows,news_fill,news_fill_event,news_fill_ccy,news_open,news_open_event
B2864,EURUSD,2016-01-12T06:00:00+00:00,2016-01-12T06:00:00+00:00,2016-01-12T09:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,1.08845,1.09033,1.09053,1.08656,,1.01,,1.0841,2.31,zone,,,1.08468,2.01,,,,False,triple,tp1,1.08656,0.909,1.01,0.0,227.25,True,,0.909,-0.74,1.0,,,,,,,1.08,3,3,-1,20.0,15.0,20,discount,1.0,True,4.0,4.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2016-01-11T10:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,2,1.2,2.72,1.81,solid,0.872,,1.475,0.001926,0.899,2,45.61,False,,,,,False,6,bullish,ambiguous,False,False,True,bearish,1.0841,73.4,False,False,False,SWEPT_LOW,intact,swept,swept,intact,4.424,9.041,PD,PW,False,4.0,PD,,,5.909,2.0,True,,,4.0,low,0.0,1.0,False,,,,,,0,,,,,"pd,eq",2016-01-12T05:00:00+00:00,1,2016-01-11T15:00:00+00:00,SHORT,,counter,33.8,False,0,no_fvg,London,Asia,False,False,Neither,,,0.7383,1.09462,1.07104,premium,mixed,-0.104,0.514,0.483,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B2865,EURUSD,2016-01-12T16:00:00+00:00,,,NY,bullish,Confirmation BOS,proximal,1.07839,1.0772,1.077,1.07958,,1.0,,1.07958,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.649,0,-1,-1,,,90,premium,0.0,,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2016-01-06T22:00:00+00:00,BOS,Confirm,0,holding,False,full,False,1,0.15,1.17,1.17,marginal,0.462,,2.761,0.002141,0.485,0,50.79,False,,,,,False,16,bearish,counter_trend,False,False,False,,1.09697,80.9,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq",2016-01-12T15:00:00+00:00,4,2016-01-07T01:00:00+00:00,LONG,,counter,71.6,False,1,stale,Other,NY,False,False,never_filled,,,0.3117,1.09462,1.07104,discount,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B2866,EURUSD,2016-01-13T15:00:00+00:00,2016-01-13T21:00:00+00:00,2016-01-14T06:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.08845,1.09033,1.09053,1.08704,,0.75,,1.08028,4.35,zone,,,1.08078,4.08,,,,False,triple,tp1,1.08704,0.678,0.75,0.0,169.5,True,,0.678,-0.587,1.0,,,,,,,1.08,9,9,-1,59.0,54.0,53,discount,1.0,True,4.0,4.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2016-01-11T10:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,2,1.2,2.72,1.81,solid,0.872,,1.475,0.001926,0.899,2,56.876,False,,,,,False,15,bearish,counter_trend,False,False,True,bullish,1.08046,83.5,False,False,False,INSIDE,intact,intact,swept,intact,,0.057,,PD,True,69.0,PW,,,5.909,2.0,True,,,2.0,low,0.0,1.0,False,,,,,,0,,,,,"pd,eq",2016-01-13T14:00:00+00:00,2,2016-01-11T15:00:00+00:00,SHORT,,counter,33.8,False,0,no_fvg,London,Other,False,False,Neither,,,0.7383,1.09462,1.07104,premium,mixed,1.682,0.515,0.545,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B2867,EURUSD,2016-01-13T15:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,1.08238,1.08026,1.08006,1.08504,,1.25,,1.08773,2.52,zone,,,1.08723,2.29,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.382,0,-1,-1,,,3,discount,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2016-01-13T12:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.53,0.91,0.61,marginal,1.144,,0.554,0.001679,0.448,0,56.876,False,,,,,False,15,bearish,ambiguous,False,False,True,bullish,1.08556,116.9,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq",2016-01-13T14:00:00+00:00,1,2016-01-13T14:00:00+00:00,LONG,,aligned,20.1,False,0,no_fvg,London,NY,True,False,never_filled,,,0.4809,1.09462,1.07104,discount,both_discount,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B2868,EURUSD,2016-01-14T12:00:00+00:00,2016-01-14T15:00:00+00:00,2016-01-14T15:00:00+00:00,London,bullish,BOS BOS,proximal,1.08719,1.08519,1.08499,1.09171,,2.26,,1.09697,4.89,zone,,,1.09636,4.58,,,,False,triple,sl,1.08499,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,0.684,,18.0,,1.083,0,-1,-1,8.0,7.0,5,discount,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2016-01-14T07:00:00+00:00,BOS,BOS,3,holding,True,pristine,False,0,0.69,2.29,2.29,solid,0.886,1.275,2.108,0.002031,0.439,0,44.859,False,,,,,False,12,bullish,with_trend,True,False,False,,1.09429,79.8,False,True,False,EXPANSION_UP,broken,intact,swept,intact,,3.314,,PD,False,9.0,PD,,,4.983,2.0,False,3.9,False,3.0,high,0.0,1.0,False,,,,,,0,,,,,"pd,eq",2016-01-14T11:00:00+00:00,1,2016-01-14T08:00:00+00:00,LONG,,aligned,48.7,False,2,fresh,London,NY,True,True,Both,,,0.6849,1.09462,1.07104,premium,mixed,0.95,0.539,0.008,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B2869,EURUSD,2016-01-14T14:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,1.08238,1.08026,1.08006,1.0845,,1.0,,1.0845,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.382,0,-1,-1,,,26,discount,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2016-01-13T12:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.53,0.91,0.61,marginal,1.144,0.685,0.554,0.001679,0.448,0,50.52,False,,,,,False,14,bullish,with_trend,True,False,False,,1.09429,104.0,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq",2016-01-14T13:00:00+00:00,2,2016-01-13T14:00:00+00:00,LONG,,aligned,20.1,False,0,fresh,London,NY,True,False,never_filled,,,0.4809,1.09462,1.07104,discount,both_discount,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B2870,EURUSD,2016-01-14T16:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,1.0762,1.07511,1.07491,1.07729,,1.0,,1.07729,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.57,0,-1,-1,,,143,premium,1.0,True,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-01-06T17:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,0,0.93,1.45,0.96,marginal,0.393,0.672,1.18,0.002263,0.742,0,51.701,False,,,,,False,16,bullish,counter_trend,False,False,True,bearish,1.09697,90.5,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq",2016-01-14T15:00:00+00:00,5,2016-01-06T19:00:00+00:00,LONG,,counter,53.9,False,0,fresh,NY,NY,False,False,never_filled,,,0.2188,1.09462,1.07104,discount,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B2871,EURUSD,2016-01-14T16:00:00+00:00,,,NY,bullish,Confirmation BOS,proximal,1.07839,1.0772,1.077,1.07958,,1.0,,1.07958,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.649,0,-1,-1,,,138,premium,0.0,,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2016-01-06T22:00:00+00:00,BOS,Confirm,0,holding,False,full,False,1,0.15,1.17,1.17,marginal,0.462,,2.761,0.002141,0.485,0,51.701,False,,,,,False,16,bullish,counter_trend,False,False,True,bearish,1.09697,80.9,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq",2016-01-14T15:00:00+00:00,5,2016-01-07T01:00:00+00:00,LONG,,counter,71.6,False,1,stale,Other,NY,False,False,never_filled,,,0.3117,1.09462,1.07104,discount,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B2872,EURUSD,2016-01-14T16:00:00+00:00,2016-01-15T02:00:00+00:00,2016-01-15T13:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.08798,1.09194,1.09214,1.08238,,1.41,,1.08046,1.9,zone,,,1.08138,1.67,,,,False,triple,sl,1.09214,-1.0,-1.0,-1.0,-250.0,True,,0.462,-0.925,-2.165,False,False,2.065,,,,1.363,11,-1,-1,12.0,11.0,2,premium,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2016-01-14T14:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.45,2.28,1.52,solid,1.232,,0.59,0.003051,0.452,0,51.701,False,,,,,False,16,bullish,ambiguous,False,False,True,bearish,1.0836,122.0,False,False,False,INSIDE,intact,intact,swept,intact,2.068,1.494,PD,PD,True,98.0,PW,,,3.575,2.0,True,,,7.0,low,0.0,2.0,False,,,,,,0,,,,,"pd,eq",2016-01-14T15:00:00+00:00,1,2016-01-14T15:00:00+00:00,SHORT,,aligned,54.4,False,0,no_fvg,NY,Asia,True,False,OB only,,,0.7184,1.09462,1.07104,premium,both_premium,0.364,0.547,0.407,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,1.0,Core Retail Sales m/m
B2873,EURUSD,2016-01-15T05:00:00+00:00,2016-01-15T05:00:00+00:00,2016-01-15T09:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,1.08821,1.09036,1.09056,1.08342,,2.23,,1.08342,2.23,wick,,,1.08342,2.23,,,,True,triple,sl,1.09056,-1.0,-1.0,-1.0,-250.0,True,,0.915,-0.953,-1.093,True,False,0.648,4.325,,True,1.29,4,-1,-1,16.0,14.0,16,premium,1.0,True,6.0,4.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2016-01-14T13:00:00+00:00,CHoCH,CHoCH,0,holding,False,full,False,1,1.08,5.45,3.63,strong,1.07,,0.988,0.001822,0.456,1,46.874,False,,,,,False,5,bullish,ambiguous,False,False,True,bearish,1.08342,127.1,False,False,False,INSIDE,intact,intact,swept,intact,3.337,2.629,PD,PD,True,101.0,PW,,,6.114,2.0,True,,,10.0,low,0.0,1.0,False,,,,,,0,,,,,"pd,eq",2016-01-15T04:00:00+00:00,1,2016-01-14T15:00:00+00:00,SHORT,,aligned,56.0,False,0,fresh,NY,Asia,True,False,OB only,,,0.7282,1.09462,1.07104,premium,both_premium,0.576,0.321,0.715,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B2874,EURUSD,2016-01-15T15:00:00+00:00,2016-01-17T22:00:00+00:00,2016-01-18T07:00:00+00:00,NY,bullish,BOS BOS,proximal,1.09157,1.08877,1.08857,1.09437,,1.0,,1.09437,1.0,wick,,,,,,,,False,triple,sl,1.08857,-1.0,-1.0,-1.0,-250.0,True,,0.387,-0.967,-2.584,True,True,0.459,1.044,44.0,True,1.178,9,-1,-1,59.0,9.0,4,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-01-15T11:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,0.53,1.85,1.85,solid,1.021,0.448,3.231,0.002547,0.435,0,38.511,False,,,,,False,15,bullish,with_trend,False,False,False,,1.09844,55.5,False,True,False,INSIDE,intact,intact,intact,intact,2.697,2.411,PW,PD,False,,,2.697,2.0,5.693,2.0,True,4.515,False,27.0,low,1.0,1.0,False,,,,,,0,,,,,"pd,eq",2016-01-15T14:00:00+00:00,1,2016-01-15T13:00:00+00:00,LONG,,counter,61.8,False,1,fresh,London,Other,False,False,Neither,,,0.8707,1.09462,1.07104,premium,both_premium,1.382,0.418,0.462,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B2875,EURUSD,2016-01-18T16:00:00+00:00,2016-01-18T17:00:00+00:00,2016-01-19T03:00:00+00:00,NY,bearish,Confirmation BOS,proximal,1.08912,1.09024,1.09044,1.088,,1.0,,1.088,1.0,wick,,,,,,,,False,triple,sl,1.09044,-1.0,-1.0,-1.0,-250.0,True,,0.795,-0.932,-1.258,True,True,0.02,4.682,2.0,True,0.867,10,-1,-1,3.0,2.0,2,discount,0.0,,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2016-01-18T14:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,0.09,1.62,1.62,solid,0.604,,3.001,0.001523,0.522,0,55.147,False,,,,,False,16,bearish,with_trend,False,False,False,,1.087,42.7,False,False,True,INSIDE,intact,intact,intact,intact,6.12,2.423,PW,PD,True,,,6.12,2.0,7.913,2.0,False,5.253,False,46.0,low,1.0,1.0,False,,,,,,0,,,,,"pd,eq",2016-01-18T15:00:00+00:00,1,2016-01-18T15:00:00+00:00,SHORT,,counter,18.5,False,1,no_fvg,NY,NY,True,False,OB only,,,0.4816,1.09844,1.08046,discount,both_discount,-0.571,0.569,0.108,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B2876,EURUSD,2016-01-19T07:00:00+00:00,2016-01-19T08:00:00+00:00,2016-01-19T10:00:00+00:00,London,bearish,BOS BOS,proximal,1.08819,1.08952,1.08972,1.08684,,1.02,,1.08684,1.02,wick,,,1.08684,1.02,,,,True,triple,tp1,1.08684,0.882,1.02,0.0,220.5,True,,0.882,-0.444,1.0,,,,,,,1.398,2,2,-1,7.0,2.0,6,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-01-19T01:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.66,0.88,0.88,marginal,1.033,,1.672,0.001094,0.319,1,54.913,False,,,,,False,7,bearish,with_trend,False,False,False,,1.08718,37.1,False,False,False,INSIDE,intact,intact,intact,intact,4.149,1.234,PD,PD,True,,,9.367,2.0,,,False,7.969,False,,,1.0,0.0,False,,,,,,0,,,,,"pd,eq",2016-01-19T06:00:00+00:00,1,2016-01-19T06:00:00+00:00,SHORT,,counter,37.2,False,2,no_fvg,Asia,London,False,True,Fill only,,,0.4299,1.09844,1.08046,discount,both_discount,-2.056,0.485,0.504,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,German ZEW Economic Sentiment,EUR,1.0,German ZEW Economic Sentiment
B2877,EURUSD,2016-01-19T08:00:00+00:00,2016-01-19T08:00:00+00:00,2016-01-19T14:00:00+00:00,London,bearish,BOS BOS,proximal,1.08812,1.09055,1.09075,1.08342,,1.93,,1.08342,1.93,wick,,,1.08342,1.93,,,,True,triple,sl,1.09075,-1.0,-1.0,-1.0,-250.0,True,,0.821,-0.285,-1.218,True,True,0.149,5.982,47.0,True,2.307,6,-1,-1,6.0,2.0,6,discount,0.0,,8.0,3.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2016-01-19T02:00:00+00:00,BOS,BOS,0,holding,True,pristine,True,0,0.62,0.82,0.82,marginal,1.956,0.237,1.605,0.00114,0.453,0,44.829,False,,,,,False,8,bearish,with_trend,False,False,False,,1.08591,55.4,False,False,True,INSIDE,intact,intact,intact,intact,4.044,1.123,PD,PD,True,,,9.053,2.0,,,False,6.746,False,61.0,low,1.0,0.0,False,,,,,,0,,,,,"pd,eq",2016-01-19T07:00:00+00:00,1,2016-01-19T06:00:00+00:00,SHORT,,counter,48.5,False,2,fresh,Asia,London,False,True,Fill only,,,0.426,1.09844,1.08046,discount,both_discount,-1.974,0.485,0.504,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,German ZEW Economic Sentiment,EUR,1.0,German ZEW Economic Sentiment
B2878,EURUSD,2016-01-19T13:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,1.08238,1.08026,1.08006,1.08879,,3.02,,1.0909,4.02,zone,,,1.09045,3.81,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.382,0,-1,-1,,,97,discount,1.0,True,8.0,4.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2016-01-13T12:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,0,0.53,0.91,0.61,marginal,1.144,0.685,0.554,0.001679,0.448,0,57.361,False,,,,,False,13,bearish,counter_trend,False,False,False,,1.09844,102.9,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq",2016-01-19T12:00:00+00:00,4,2016-01-13T14:00:00+00:00,LONG,,aligned,20.1,False,0,fresh,London,NY,True,False,never_filled,,,0.1068,1.09844,1.08046,discount,both_discount,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B2879,EURUSD,2016-01-19T17:00:00+00:00,2016-01-20T23:00:00+00:00,2016-01-21T04:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.08744,1.0858,1.0856,1.08879,,0.82,,1.0909,2.11,zone,,,1.09037,1.79,,,,False,triple,tp1,1.08879,0.734,0.82,0.0,183.5,True,,0.734,-0.418,1.0,,,,,,,1.048,5,5,-1,34.0,31.0,4,discount,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2016-01-19T13:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.27,1.25,0.83,marginal,0.821,0.906,0.41,0.001755,0.59,0,61.404,False,,,,,False,17,bearish,ambiguous,False,False,True,bullish,1.09092,200.0,False,False,False,INSIDE,intact,intact,intact,intact,0.142,3.977,PD,PW,True,,,6.268,2.0,0.872,2.0,False,-0.177,False,100.0,low,1.0,2.0,True,PD,1.08684,0.41,0.121,2.325,1,False,1.048,,4.0,"pd,eq",2016-01-19T16:00:00+00:00,1,2016-01-19T16:00:00+00:00,LONG,,aligned,33.6,False,0,fresh,NY,Other,True,False,OB only,,,0.3882,1.09844,1.08046,discount,both_discount,0.091,0.419,0.288,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B2880,EURUSD,2016-01-20T04:00:00+00:00,2016-01-20T11:00:00+00:00,2016-01-20T12:00:00+00:00,Asia,bullish,Confirmation BOS,proximal,1.09137,1.0903,1.0901,1.09416,,2.61,,1.0983,6.48,zone,,,1.09776,5.97,,,,False,triple,sl,1.0901,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,False,0.207,6.938,,True,0.711,1,-1,-1,12.0,8.0,5,premium,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-01-19T23:00:00+00:00,BOS,Confirm,0,holding,True,pristine,False,0,0.48,0.95,0.95,marginal,0.487,0.235,2.635,0.001787,0.368,0,34.638,False,,,,,False,4,bullish,with_trend,False,False,False,,1.09519,63.6,False,True,False,SWEPT_HIGH,swept,intact,intact,intact,3.956,3.055,PW,PD,False,1.0,PD,3.956,2.0,3.055,2.0,False,2.345,False,88.0,low,1.0,2.0,True,PD,1.08684,0.257,0.085,4.672,1,False,1.03,,13.0,"pd,eq",2016-01-20T03:00:00+00:00,1,2016-01-20T03:00:00+00:00,LONG,,counter,58.8,False,1,fresh,Other,London,False,False,Neither,,,0.6068,1.09844,1.08046,premium,both_premium,0.778,0.541,0.313,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B2881,EURUSD,2016-01-20T10:00:00+00:00,2016-01-20T23:00:00+00:00,2016-01-21T04:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.08744,1.0858,1.0856,1.08908,,1.0,,1.08908,1.0,wick,,,,,,,,False,triple,tp1,1.08908,0.891,1.0,0.0,222.75,True,,0.891,-0.418,1.0,,,,,,,1.048,5,5,-1,34.0,31.0,21,discount,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2016-01-19T13:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.27,1.25,0.83,marginal,0.821,0.906,0.41,0.001755,0.59,0,47.158,False,,,,,False,10,bullish,with_trend,True,False,False,,1.09757,120.7,False,False,False,INSIDE,intact,intact,intact,intact,0.142,3.977,PD,PW,True,,,6.268,2.0,0.872,2.0,False,-0.177,False,100.0,low,1.0,2.0,True,PD,1.08684,0.41,0.121,2.325,1,False,1.048,,21.0,"pd,eq",2016-01-20T09:00:00+00:00,2,2016-01-19T16:00:00+00:00,LONG,,aligned,33.6,False,0,fresh,NY,Other,True,False,OB only,,,0.3882,1.09844,1.08046,discount,both_discount,0.091,0.419,0.288,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B2882,EURUSD,2016-01-21T14:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,1.0762,1.07511,1.07491,1.07729,,1.0,,1.07729,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.57,0,-1,-1,,,261,premium,1.0,True,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-01-06T17:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,0,0.93,1.45,0.96,marginal,0.393,0.672,1.18,0.002263,0.742,0,34.308,False,,,,,False,14,bullish,counter_trend,False,False,True,bearish,1.09844,91.0,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq",2016-01-21T13:00:00+00:00,6,2016-01-06T19:00:00+00:00,LONG,,counter,53.9,False,0,fresh,NY,NY,False,False,never_filled,,,-0.2369,1.09844,1.08046,discount,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
