setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,tp1_wick,tp1_wick_rr,tp1_zone_source,tp2_wick,tp2_zone_source,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_tp1,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_tp1_touch,sl_recovered_to_entry,sl_distance_atr,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,ob_body_ratio,ob_walkback_depth,chop_at_alert,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_retrace_pct_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,day_state_at_alert,pdh_status_at_alert,pdl_status_at_alert,pwh_status_at_alert,pwl_status_at_alert,dist_next_pool_above_atr,dist_next_pool_below_atr,next_pool_above_tier,next_pool_below_tier,trade_toward_pool,last_sweep_age_h1,last_sweep_tier,eqh_above_dist_atr,eqh_above_size,eql_below_dist_atr,eql_below_size,eq_trade_toward,eq_sl_gap_atr,eq_sl_at_risk,eq_last_sweep_age_h1,eq_last_sweep_side,eq_intact_above_count,eq_intact_below_count,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,setup_badge,setup_badge_kind,weekly_pd_position_at_alert,weekly_range_high_at_alert,weekly_range_low_at_alert,weekly_pd_zone_at_alert,pd_zone_agreement_at_alert,approach_speed_atr_at_fill,approach_body_ratio_at_fill,approach_er_at_fill,killzone_blocked,killzone_windows
A7499,EURJPY,2025-03-25T15:00:00+00:00,2025-03-26T14:00:00+00:00,2025-03-26T15:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,162.496,162.687,162.70700000000002,162.265,,1.21,,161.998,2.61,zone,,,tp1,162.265,1.095,1.21,0.0,273.75,True,,1.095,-0.0,1.0,,,,,,,0.888,1,1,-1,31.0,24.0,8,premium,1.0,True,8.0,4.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2025-03-25T07:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.43,0.51,0.34,marginal,0.719,0.686,1.123,0.237714,0.427,1,39.829,False,,,,,False,15,bullish,ambiguous,False,False,True,bearish,161.788,148.4,False,False,False,EXPANSION_UP,broken,intact,intact,intact,7.076,4.35,PW,PD,True,16.0,PD,,,,,,,,84.0,low,0,0,2025-03-25T14:00:00+00:00,1,2025-03-25T14:00:00+00:00,SHORT,,aligned,76.8,False,0,fresh,London,NY,True,True,Both,,,0.5119,164.178,160.732,premium,both_premium,-0.143,0.309,0.388,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7500,EURJPY,2025-03-26T09:00:00+00:00,2025-03-26T22:00:00+00:00,2025-03-27T00:00:00+00:00,London,bullish,BOS BOS,proximal,161.547,161.372,161.352,161.826,,1.59,,162.137,3.37,zone,,,tp1,161.826,1.431,1.59,0.0,357.75,True,,1.431,-0.897,1.0,,,,,,,0.569,2,2,-1,122.0,72.0,61,premium,0.0,,5.0,3.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-21T20:00:00+00:00,BOS,BOS,0,holding,True,partial,False,0,0.65,0.94,0.94,marginal,0.452,0.458,2.545,0.342643,0.968,0,43.753,False,,,,,False,9,bullish,counter_trend,False,False,True,bearish,163.029,64.6,False,False,False,INSIDE,intact,intact,intact,intact,0.204,2.379,PD,PW,True,,,,,,,,,,102.0,low,0,0,2025-03-26T08:00:00+00:00,3,2025-03-23T22:00:00+00:00,LONG,,counter,57.9,False,2,fresh,Other,Other,False,False,Neither,,,0.2365,164.178,160.732,discount,mixed,0.61,0.278,0.847,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7501,EURJPY,2025-03-26T15:00:00+00:00,2025-03-26T15:00:00+00:00,2025-03-26T16:00:00+00:00,NY,bullish,BOS BOS,proximal,162.272,161.982,161.962,162.435,,0.56,,162.435,0.56,wick,,,tp1,162.435,0.526,0.56,0.0,131.5,True,,0.526,-0.0,1.0,,,,,,,1.348,1,1,-1,2.0,1.0,2,premium,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-03-26T13:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.11,1.76,1.76,solid,1.174,,2.07,0.229929,0.522,0,51.374,False,,,,,False,15,bullish,with_trend,False,False,False,,162.535,45.7,False,True,False,INSIDE,intact,intact,intact,intact,3.292,2.849,PD,PD,False,,,,,,,,,,108.0,low,0,0,2025-03-26T14:00:00+00:00,1,2025-03-26T14:00:00+00:00,LONG,,counter,71.4,False,1,no_fvg,NY,NY,True,True,Both,,,0.4469,164.178,160.732,discount,mixed,-1.535,0.456,0.463,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7502,EURJPY,2025-03-26T18:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,160.927,160.592,160.572,161.399,,1.41,,161.566,1.91,zone,,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.219,0,-1,-1,,,209,discount,1.0,True,4.0,4.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2025-03-14T01:00:00+00:00,CHoCH,CHoCH,0,holding,False,full,False,2,0.37,0.38,0.25,marginal,1.082,,1.683,0.291143,0.803,0,56.681,False,,,,,False,18,bullish,counter_trend,True,False,True,bearish,163.877,87.1,True,False,True,INSIDE,intact,intact,intact,intact,2.37,0.67,PD,PW,False,,,,,,,,,,111.0,low,0,0,2025-03-26T17:00:00+00:00,3,2025-03-14T05:00:00+00:00,LONG,,aligned,5.7,False,0,stale,Asia,NY,False,False,never_filled,,,0.0566,164.178,160.732,discount,both_discount,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7503,EURJPY,2025-03-26T18:00:00+00:00,2025-03-27T06:00:00+00:00,2025-03-27T07:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,162.011,162.555,162.57500000000002,161.725,,0.53,,161.725,0.53,wick,,,tp1,161.725,0.507,0.53,0.0,126.75,True,,0.507,-0.0,1.0,,,,,,,1.887,1,1,-1,16.0,13.0,4,discount,0.0,False,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-03-26T14:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.5,2.02,1.35,marginal,1.753,,1.017,0.298929,0.803,0,56.681,False,,,,,False,18,bullish,ambiguous,False,False,True,bearish,161.633,60.0,False,False,False,INSIDE,intact,intact,intact,intact,3.405,1.318,PD,PD,True,,,,,1.318,2.0,True,,,111.0,low,0,1,2025-03-26T17:00:00+00:00,1,2025-03-26T17:00:00+00:00,SHORT,,counter,39.6,False,0,no_fvg,NY,London,True,True,Both,,,0.3712,164.178,160.732,discount,both_discount,-0.1,0.402,0.194,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7504,EURJPY,2025-03-27T10:00:00+00:00,2025-03-27T15:00:00+00:00,2025-03-27T17:00:00+00:00,London,bearish,BOS BOS,proximal,163.051,163.317,163.33700000000002,162.265,,2.95,,161.998,3.96,zone,,,sl,163.33700000000002,-1.0,-1.0,-1.0,-250.0,True,,0.371,-0.409,-2.695,True,True,0.077,0.0,14.0,True,0.915,2,-1,-1,192.0,139.0,139,premium,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-03-19T15:00:00+00:00,BOS,BOS,0,holding,False,full,False,0,0.28,0.56,0.56,marginal,0.787,,4.718,0.312429,0.228,1,49.922,False,,,,,False,10,bullish,ambiguous,False,True,True,bearish,160.732,79.3,False,False,False,EXPANSION_DOWN,intact,broken,intact,intact,3.607,1.402,PW,PD,True,,,,,,,,,,127.0,low,0,0,2025-03-27T09:00:00+00:00,1,2025-03-19T20:00:00+00:00,SHORT,,aligned,135.3,False,1,stale,NY,NY,True,True,Both,,,0.673,164.178,160.732,premium,both_premium,0.07,0.559,0.488,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7505,EURJPY,2025-03-27T12:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,163.458,163.765,163.785,163.003,162.265,1.48,3.89,163.003,1.48,wick,161.998,zone,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.007,0,-1,-1,,,151,premium,0.0,False,3.5,3.0,0.0,0.0,0.5,0.0,"structure,freshness",False,h1_only,2025-03-19T05:00:00+00:00,CHoCH,CHoCH,0,holding,False,full,False,1,1.1,2.38,1.59,solid,0.884,,1.507,0.324571,0.969,0,40.561,False,,,,,False,12,bullish,counter_trend,False,False,False,,160.732,98.8,True,False,True,BOTH_SIDES,broken,broken,intact,intact,2.218,8.399,PW,PW,False,,,,,,,,,,129.0,low,0,0,2025-03-27T11:00:00+00:00,3,2025-03-19T07:00:00+00:00,SHORT,,aligned,63.9,False,0,stale,Asia,NY,False,False,never_filled,,,0.7911,164.178,160.732,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7506,EURJPY,2025-03-27T12:00:00+00:00,2025-03-30T21:00:00+00:00,2025-03-30T23:00:00+00:00,NY,bullish,BOS BOS,proximal,161.988,161.661,161.641,162.233,,0.75,,162.435,1.37,zone,,,sl,161.641,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.977,,True,True,0.504,2.744,18.0,True,1.087,2,-1,-1,88.0,35.0,7,discount,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-27T05:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,0.35,0.6,0.6,marginal,0.962,0.442,2.048,0.319286,0.388,0,40.561,False,,,,,False,12,bullish,with_trend,True,False,False,,162.994,97.2,False,True,False,BOTH_SIDES,broken,broken,intact,intact,6.859,3.934,PW,PW,False,,,,,,,,,,129.0,low,0,0,2025-03-27T11:00:00+00:00,1,2025-03-27T10:00:00+00:00,LONG,,aligned,38.0,False,1,fresh,Asia,Other,False,False,Neither,A First Pullback,premium,0.3645,164.178,160.732,discount,both_discount,0.285,0.446,0.293,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7507,EURJPY,2025-03-28T07:00:00+00:00,2025-03-30T21:00:00+00:00,2025-03-30T23:00:00+00:00,London,bullish,BOS BOS,proximal,161.988,161.661,161.641,162.233,,0.75,,162.435,1.37,zone,,,sl,161.641,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.977,,True,True,0.504,2.744,18.0,True,1.087,2,-1,-1,88.0,35.0,26,discount,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-27T05:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,0.35,0.6,0.6,marginal,0.962,0.442,2.048,0.319286,0.388,0,44.63,False,,,,,False,7,bullish,with_trend,True,False,False,,163.361,97.9,False,True,False,INSIDE,intact,intact,intact,intact,4.3,1.929,PD,PD,False,,,,,,,,,,148.0,low,0,0,2025-03-28T06:00:00+00:00,2,2025-03-27T10:00:00+00:00,LONG,,aligned,38.0,False,1,fresh,Asia,Other,False,False,Neither,A First Pullback,premium,0.3645,164.178,160.732,discount,both_discount,0.285,0.446,0.293,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7508,EURJPY,2025-03-28T14:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,163.458,163.765,163.785,163.003,162.562,1.48,2.92,163.003,1.48,wick,162.066,zone,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.007,0,-1,-1,,,177,premium,0.0,False,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-03-19T05:00:00+00:00,CHoCH,CHoCH,0,holding,False,full,False,0,1.1,2.38,1.59,solid,0.884,,1.507,0.324571,0.969,0,49.255,False,,,,,False,14,bullish,counter_trend,False,False,False,,160.732,98.8,True,False,True,INSIDE,intact,intact,intact,intact,2.218,0.299,PW,PD,True,,,,,,,,,,155.0,low,0,0,2025-03-28T13:00:00+00:00,4,2025-03-19T07:00:00+00:00,SHORT,,aligned,63.9,False,0,stale,Asia,NY,False,False,never_filled,,,0.7911,164.178,160.732,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7509,EURJPY,2025-03-31T17:00:00+00:00,,,NY,bearish,BOS BOS,proximal,163.051,163.317,163.33700000000002,162.562,,1.84,,162.066,3.7,zone,,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.915,0,-1,-1,,,194,premium,0.0,,4.5,3.0,0.0,0.0,0.5,1.0,"structure,freshness",False,h1_only,2025-03-19T15:00:00+00:00,BOS,BOS,0,holding,False,full,False,1,0.28,0.56,0.56,marginal,0.787,,4.718,0.312429,0.228,1,63.686,False,,,,,False,17,bullish,ambiguous,False,False,True,bearish,160.736,79.3,True,False,False,EXPANSION_DOWN,intact,broken,intact,swept,0.4,,PD,,False,6.0,PW,,,,,,,,,,0,0,2025-03-31T16:00:00+00:00,2,2025-03-19T20:00:00+00:00,SHORT,,aligned,135.3,False,1,stale,NY,NY,True,False,never_filled,,,0.8441,163.361,161.372,premium,both_premium,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7510,EURJPY,2025-04-01T12:00:00+00:00,2025-04-01T15:00:00+00:00,2025-04-01T18:00:00+00:00,NY,bearish,Confirmation BOS,proximal,161.522,161.933,161.953,161.201,,0.78,,160.736,1.91,zone,,,tp1,161.201,0.745,0.78,0.0,186.25,True,,0.745,-0.311,1.0,,,,,,,1.383,3,3,-1,7.0,4.0,4,discount,0.0,,8.0,4.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2025-04-01T08:00:00+00:00,BOS,Confirm,0,holding,True,pristine,False,0,0.58,1.47,1.47,marginal,1.254,1.559,4.337,0.311714,0.762,0,38.249,False,,,,,False,12,bearish,with_trend,False,False,False,,160.765,46.6,False,False,True,INSIDE,intact,intact,intact,broken,3.083,1.553,PD,PD,True,25.0,PW,,,,,,,,,,0,0,2025-04-01T11:00:00+00:00,1,2025-04-01T11:00:00+00:00,SHORT,,counter,44.1,False,1,fresh,London,NY,True,True,Both,,,0.0754,163.361,161.372,discount,both_discount,1.549,0.539,0.372,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7511,EURJPY,2025-04-02T15:00:00+00:00,2025-04-02T20:00:00+00:00,2025-04-02T20:00:00+00:00,NY,bearish,BOS BOS,proximal,163.051,163.317,163.33700000000002,162.562,,1.84,,162.066,3.7,zone,,,sl,163.33700000000002,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,2.701,0.0,1.0,True,0.915,0,-1,-1,341.0,240.0,240,premium,0.0,,4.5,3.0,0.0,0.0,0.5,1.0,"structure,freshness",False,h1_only,2025-03-19T15:00:00+00:00,BOS,BOS,0,holding,False,full,False,1,0.28,0.56,0.56,marginal,0.787,,4.718,0.312429,0.228,1,44.256,False,,,,,False,15,bullish,counter_trend,False,False,False,,160.765,79.0,True,False,False,INSIDE,intact,intact,intact,broken,0.992,2.148,PW,PD,False,52.0,PW,,,6.363,2.0,True,,,1.0,high,0,1,2025-04-02T14:00:00+00:00,3,2025-03-19T20:00:00+00:00,SHORT,,aligned,135.3,False,1,stale,NY,Other,True,False,OB only,,,0.8441,163.361,161.372,premium,both_premium,-0.675,0.36,0.63,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7512,EURJPY,2025-04-02T15:00:00+00:00,2025-04-02T21:00:00+00:00,2025-04-02T21:00:00+00:00,NY,bullish,Confirmation BOS,proximal,161.308,161.116,161.096,161.608,,1.56,,161.608,1.56,wick,,,sl,161.096,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,1.2,,9.0,,0.717,0,-1,-1,10.0,7.0,4,discount,0.0,,8.0,4.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2025-04-02T11:00:00+00:00,BOS,Confirm,0,holding,True,pristine,False,0,2.06,2.09,2.09,solid,0.582,1.468,1.894,0.295714,0.535,0,44.256,False,,,,,False,15,bullish,with_trend,True,False,False,,162.559,100.5,False,True,False,INSIDE,intact,intact,intact,broken,3.625,1.836,PD,PD,False,52.0,PW,,,0.829,2.0,False,0.112,True,1.0,high,0,1,2025-04-02T14:00:00+00:00,1,2025-04-02T14:00:00+00:00,LONG,,aligned,13.8,False,1,fresh,London,Other,True,False,OB only,A First Pullback,premium,-0.0322,163.361,161.372,discount,both_discount,3.466,0.432,0.388,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7513,EURJPY,2025-04-02T16:00:00+00:00,2025-04-02T20:00:00+00:00,2025-04-02T20:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,163.458,163.765,163.785,162.562,,2.92,,162.066,4.53,zone,,,sl,163.785,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,1.22,0.0,1.0,True,1.007,0,-1,-1,351.0,253.0,251,premium,0.0,False,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-03-19T05:00:00+00:00,CHoCH,CHoCH,0,holding,False,full,False,0,1.1,2.38,1.59,solid,0.884,,1.507,0.324571,0.969,0,37.311,False,,,,,False,16,bullish,counter_trend,False,False,False,,160.765,98.8,True,False,True,EXPANSION_UP,broken,intact,intact,broken,,0.299,,PW,True,53.0,PW,,,7.379,2.0,True,,,2.0,high,0,1,2025-04-02T15:00:00+00:00,5,2025-03-19T07:00:00+00:00,SHORT,,aligned,63.9,False,0,stale,Asia,Other,False,False,Neither,,,1.0488,163.361,161.372,premium,both_premium,-0.65,0.36,0.63,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7514,EURJPY,2025-04-04T08:00:00+00:00,2025-04-04T17:00:00+00:00,2025-04-04T18:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,161.146,161.71,161.73000000000002,160.765,,0.68,,160.765,0.68,wick,,,friday_flat,161.204,-0.099,0.68,0.0,-24.75,True,,0.0,-0.0,,,,,,,,1.263,1,1,-1,12.0,10.0,3,discount,0.0,False,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-04-04T05:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.03,0.91,0.61,marginal,1.177,,1.473,0.462214,0.803,0,58.793,False,,,,,False,8,bullish,ambiguous,False,False,True,bearish,160.804,40.0,False,False,False,INSIDE,intact,intact,swept,broken,4.171,2.257,PD,PD,True,35.0,PW,,,,,,,,0.0,low,0,0,2025-04-04T07:00:00+00:00,1,2025-04-04T07:00:00+00:00,SHORT,,counter,9.1,False,0,no_fvg,Asia,NY,False,False,Neither,,,-0.1136,163.361,161.372,discount,both_discount,1.318,0.421,0.323,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7515,EURJPY,2025-04-07T06:00:00+00:00,2025-04-07T06:00:00+00:00,2025-04-07T06:00:00+00:00,London,bullish,BOS BOS,proximal,160.336,160.015,159.99499999999998,160.554,,0.68,,160.554,0.68,wick,,,sl,159.99499999999998,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,0.319,,1.0,,0.435,0,-1,-1,3.0,1.0,3,discount,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-04-07T03:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.04,0.43,0.43,marginal,0.384,,0.541,0.783571,0.455,0,36.808,False,,,,,False,6,bullish,with_trend,True,False,False,,160.745,,False,False,False,SWEPT_LOW,intact,swept,intact,swept,2.126,,PD,,True,7.0,PD,,,,,,,,21.0,low,0,0,2025-04-07T05:00:00+00:00,1,2025-04-07T05:00:00+00:00,LONG,,aligned,43.9,False,1,no_fvg,Asia,London,False,True,Fill only,,,0.2561,164.181,159.012,discount,both_discount,-0.32,0.321,0.743,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7516,EURJPY,2025-04-07T07:00:00+00:00,2025-04-07T07:00:00+00:00,2025-04-07T12:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,160.43,161.422,161.442,158.195,,2.25,,158.195,2.25,wick,,,sl,161.442,-1.0,-1.0,-1.0,-250.0,True,,0.523,-0.519,-1.912,True,False,0.137,1.156,,True,1.25,5,-1,-1,62.0,13.0,14,discount,0.0,False,3.0,3.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2025-04-04T17:00:00+00:00,CHoCH,CHoCH,12,holding,False,none,False,2,0.27,0.56,0.37,marginal,1.201,,0.841,0.809357,0.225,0,41.83,False,,,,,False,7,bullish,ambiguous,False,False,True,bearish,158.195,64.5,False,False,False,SWEPT_LOW,intact,swept,intact,swept,1.942,,PD,,False,8.0,PD,,,,,,,,22.0,low,0,0,2025-04-07T06:00:00+00:00,1,2025-04-04T18:00:00+00:00,SHORT,,counter,45.8,False,0,no_fvg,NY,London,False,True,Fill only,,,0.2743,164.181,159.012,discount,both_discount,-0.288,0.476,0.03,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7517,EURJPY,2025-04-07T13:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,162.687,162.923,162.943,162.562,,0.53,,162.066,2.63,zone,,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.374,0,-1,-1,,,66,premium,1.0,True,4.5,4.0,0.0,0.0,0.5,0.0,"structure,freshness",False,h1_only,2025-04-02T19:00:00+00:00,CHoCH,CHoCH,0,holding,False,full,False,1,0.2,1.21,0.81,marginal,0.315,,0.569,0.684857,0.231,0,44.577,False,,,,,False,13,bearish,counter_trend,True,False,True,bullish,158.195,136.0,False,False,False,SWEPT_LOW,intact,swept,intact,swept,2.181,1.0,PW,PD,True,14.0,PD,,,,,,,,28.0,low,0,0,2025-04-07T12:00:00+00:00,1,2025-04-02T21:00:00+00:00,SHORT,,aligned,92.1,False,0,stale,NY,NY,False,False,never_filled,,,0.711,164.181,159.012,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7518,EURJPY,2025-04-08T08:00:00+00:00,2025-04-08T15:00:00+00:00,2025-04-08T18:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,160.336,160.015,159.99499999999998,160.554,160.955,0.68,1.93,160.554,0.68,wick,160.955,wick,tp1,160.554,0.639,0.68,0.0,159.75,True,,0.639,-0.927,1.0,,,,,,,0.757,3,3,-1,36.0,31.0,29,premium,1.0,True,4.5,4.0,0.0,0.0,0.5,0.0,"structure,freshness",False,h1_only,2025-04-07T03:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,1,0.4,1.5,1.0,marginal,0.669,,1.648,0.450214,0.455,1,52.695,False,,,,,False,8,bearish,counter_trend,False,False,False,,162.378,79.6,False,False,False,INSIDE,intact,intact,intact,swept,4.536,4.756,PD,PD,True,33.0,PW,,,,,,,,47.0,low,0,0,2025-04-08T07:00:00+00:00,1,2025-04-07T08:00:00+00:00,LONG,,counter,51.2,False,0,no_fvg,Asia,NY,False,True,Fill only,,,0.2561,164.181,159.012,discount,mixed,-0.271,0.451,0.273,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A7519,EURJPY,2025-04-08T08:00:00+00:00,2025-04-09T18:00:00+00:00,2025-04-09T21:00:00+00:00,London,bearish,BOS BOS,proximal,161.807,162.211,162.23100000000002,161.41,,0.98,,161.41,0.98,wick,,,tp1,161.41,0.936,0.98,0.0,234.0,True,,0.936,-0.776,1.0,,,,,,,0.948,3,3,-1,38.0,35.0,4,premium,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-04-08T04:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.04,1.38,1.38,marginal,0.858,0.177,1.057,0.447429,0.964,0,52.695,False,,,,,False,8,bearish,with_trend,True,False,False,,160.882,,False,False,False,INSIDE,intact,intact,intact,swept,1.276,8.073,PD,PD,False,33.0,PW,,,,,,,,47.0,low,0,0,2025-04-08T07:00:00+00:00,1,2025-04-08T07:00:00+00:00,SHORT,,aligned,86.3,False,1,fresh,Asia,NY,False,False,Neither,A First Pullback,premium,0.5407,164.181,159.012,premium,both_premium,3.757,0.656,0.553,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
